ESO CLASS;FN FRAME;FN LU;PWN SS ID;;;;;;;;
Translocation;Self_motion;canter;201959669;201959340;;;;;;;
Translocation;Self_motion;caper;201959340;;;;;;;;
Translocation;Self_motion;clamber;201921772;;;;;;;;
Translocation;Self_motion;climb;201921964;201923909;;;;;;;
Translocation;Self_motion;clomp;201930033;;;;;;;;
Translocation;Self_motion;coast;201886728;;;;;;;;
Translocation;Self_motion;crawl.n;100294868;;;;;;;;
Translocation;Self_motion;crawl.v;201885845;201961974;;;;;;;
Translocation;Self_motion;creep;201885845;201911888;;;;;;;
Translocation;Self_motion;cruise;201931566;201844653;;;;;;;
Translocation;Self_motion;dance;201894649;;;;;;;;
Translocation;Self_motion;dart;201899891;202061495;;;;;;;
Translocation;Self_motion;dash;202061495;;;;;;;;
Translocation;Self_motion;dash.n;100294452;100555983;;;;;;;
Translocation;Self_motion;drive;201930117;202057656;;;;;;;
Translocation;Self_motion;edge;202072501;;;;;;;;
Translocation;Self_motion;en_route.adv;_;;;;;;;;
Translocation;Self_motion;enroute.a;_;;;;;;;;
Translocation;Self_motion;file;201920048;;;;;;;;
Translocation;Self_motion;flit;201899891;;;;;;;;
Translocation;Self_motion;flounce;201924405;;;;;;;;
Translocation;Self_motion;fly;201842068;202075462;;;;;;;
Translocation;Self_motion;frolic;201883716;;;;;;;;
Translocation;Self_motion;gallivant;201882689;;;;;;;;
Translocation;Self_motion;gambol;201883716;;;;;;;;
Translocation;Self_motion;goose-step;201929133;;;;;;;;
Translocation;Self_motion;hasten;202058994;200459498;;;;;;;
Translocation;Self_motion;head;201935233;;;;;;;;
Translocation;Self_motion;hike.n;100288970;;;;;;;;
Translocation;Self_motion;hike.v;201920932;;;;;;;;
Translocation;Self_motion;*hiker;110176111;;;;;;;;
Translocation;Self_motion;hitchhike;201956955;;;;;;;;
Translocation;Self_motion;hobble;201917244;;;;;;;;
Translocation;Self_motion;hop;202094788;202094922;202095211;;;;;;
Translocation;Self_motion;hurry;200459498;202055649;;;;;;;
Translocation;Self_motion;jaunt.n;100311809;;;;;;;;
Translocation;Self_motion;jog;201901447;201928390;;;;;;;
Translocation;Self_motion;jump;201963942;201968275;202105082;;;;;;
Translocation;Self_motion;leap;201963942;202105082;;;;;;;
Translocation;Self_motion;limp;201917244;;;;;;;;
Translocation;Self_motion;lope;201928730;;;;;;;;
Translocation;Self_motion;lumber;201925548;;;;;;;;
Translocation;Self_motion;lunge;202062212;;;;;;;;
Translocation;Self_motion;lurch;201924882;202097544;;;;;;;
Translocation;Self_motion;make a beeline;_;;;;;;;;
Translocation;Self_motion;make;202075857;;;;;;;;
Translocation;Self_motion;march;100290579;;;;;;;;
Translocation;Self_motion;march.v;201919391;201924712;201996735;;;;;;
Translocation;Self_motion;meander;_;;;;;;;;
Translocation;Self_motion;mince;201929927;;;;;;;;
Translocation;Self_motion;mosey.v;201918183;;;;;;;;
Translocation;Self_motion;nance;_;;;;;;;;
Translocation;Self_motion;pace;202091165;201929254;;;;;;;
Translocation;Self_motion;pad;201921204;;;;;;;;
Translocation;Self_motion;parade.v;201924505;201924712;;;;;;;
Translocation;Self_motion;plod;201921204;;;;;;;;
Translocation;Self_motion;pounce;202064358;;;;;;;;
Translocation;Self_motion;prance;201916634;201959181;;;;;;;
Translocation;Self_motion;press;202024367;;;;;;;;
Translocation;Self_motion;proceed;201995549;;;;;;;;
Translocation;Self_motion;promenade;201919226;201924505;;;;;;;
Translocation;Self_motion;prowl;201918304;;;;;;;;
Translocation;Self_motion;ramble.n;100284409;;;;;;;;
Translocation;Self_motion;repair.v;201843497;;;;;;;;
Translocation;Self_motion;rip;202098041;;;;;;;;
Translocation;Self_motion;roam;201881180;;;;;;;;
Translocation;Self_motion;romp;201926878;;;;;;;;
Translocation;Self_motion;rove;_;;;;;;;;
Translocation;Self_motion;run;201914947;201926311;201926984;202075049;202099829;;;;
Translocation;Self_motion;rush;200459498;202058994;202059770;;;;;;
Translocation;Self_motion;sail;201869563;201846320;201846658;;;;;;
Translocation;Self_motion;sashay;201916634;;;;;;;;
Translocation;Self_motion;saunter;201917980;;;;;;;;
Translocation;Self_motion;scamper;201902405;;;;;;;;
Translocation;Self_motion;scoot;202061495;;;;;;;;
Translocation;Self_motion;scramble.n;100556142;;;;;;;;
Translocation;Self_motion;scramble.v;201886334;201921772;;;;;;;
Translocation;Self_motion;scurry;201902405;;;;;;;;
Translocation;Self_motion;scuttle;201902405;;;;;;;;
Translocation;Self_motion;shoulder;201238907;;;;;;;;
Translocation;Self_motion;shrink;202061069;;;;;;;;
Translocation;Self_motion;shuffle.n;100292712;;;;;;;;
Translocation;Self_motion;shuffle.v;201917549;;;;;;;;
Translocation;Self_motion;sidle.v;201869299;;;;;;;;
Translocation;Self_motion;skim.v;201942718;;;;;;;;
Translocation;Self_motion;skip;201966861;;;;;;;;
Translocation;Self_motion;skulk;201918521;;;;;;;;
Translocation;Self_motion;slalom;201939037;;;;;;;;
Translocation;Self_motion;sleepwalk;201916960;;;;;;;;
Translocation;Self_motion;slink;201917123;;;;;;;;
Translocation;Self_motion;slip;201888295;202076280;202105549;;;;;;
Translocation;Self_motion;slither;201886488;;;;;;;;
Translocation;Self_motion;slog.n;_;;;;;;;;
Translocation;Self_motion;slog.v;201921204;;;;;;;;
Translocation;Self_motion;slop.v;201921591;;;;;;;;
Translocation;Self_motion;slosh;201921591;;;;;;;;
Translocation;Self_motion;slouch;201929824;;;;;;;;
Translocation;Self_motion;sneak;201911888;;;;;;;;
Translocation;Self_motion;spring;201963942;;;;;;;;
Translocation;Self_motion;sprint.n;100294452;;;;;;;;
Translocation;Self_motion;sprint.v;201928579;;;;;;;;
Translocation;Self_motion;stagger;201924882;201925170;;;;;;;
Translocation;Self_motion;stalk;201924148;;;;;;;;
Translocation;Self_motion;steal;201888295;;;;;;;;
Translocation;Self_motion;step.n;100285557;;;;;;;;
Translocation;Self_motion;step.v;201928838;202091410;202091689;202091885;;;;;
Translocation;Self_motion;stomp;201925338;;;;;;;;
Translocation;Self_motion;storm;_;;;;;;;;
Translocation;Self_motion;straggle;202066304;;;;;;;;
Translocation;Self_motion;stride;201912709;201919711;;;;;;;
Translocation;Self_motion;stroll.n;100284101;;;;;;;;
Translocation;Self_motion;stroll.v;201917980;;;;;;;;
Translocation;Self_motion;strut.v;201916634;;;;;;;;
Translocation;Self_motion;stumble;201901133;;;;;;;;
Translocation;Self_motion;swagger;201916634;;;;;;;;
Translocation;Self_motion;swim.n;100442115;;;;;;;;
Translocation;Self_motion;swim.v;201904649;201904293;201960911;;;;;;
Translocation;Self_motion;swing;201877355;;;;;;;;
Translocation;Self_motion;tack;_;;;;;;;;
Translocation;Self_motion;take to the air;_;;;;;;;;
Translocation;Self_motion;taxi ;201948872;;;;;;;;
Translocation;Self_motion;tiptoe;201924023;;;;;;;;
Translocation;Self_motion;toddle;201918803;;;;;;;;
Translocation;Self_motion;totter;201918803;201919042;;;;;;;
Translocation;Self_motion;traipse;201910873;;;;;;;;
Translocation;Self_motion;tramp;201881180;201881957;201920698;201921204;;;;;
Translocation;Self_motion;tread;201929467;202091410;;;;;;;
Translocation;Self_motion;trek;201847392;;;;;;;;
Translocation;Self_motion;trip.v;201843055;;;;;;;;
Translocation;Self_motion;troop;201919898;201924505;;;;;;;
Translocation;Self_motion;trot;201901447;201960779;;;;;;;
Translocation;Self_motion;trudge;201921204;;;;;;;;
Translocation;Self_motion;trundle;201868139;;;;;;;;
Translocation;Self_motion;vault;201966168;;;;;;;;
Translocation;Self_motion;venture;202373336;;;;;;;;
Translocation;Self_motion;waddle ;201918803;;;;;;;;
Translocation;Self_motion;wade;201916214;;;;;;;;
Translocation;Self_motion;walk.n;100283568;100284798;;;;;;;
Translocation;Self_motion;walk.v;201882170;201904930;201912893;201959776;;;;;
Translocation;Self_motion;waltz;201895612;;;;;;;;
Translocation;Self_motion;wander;201881180;202102840;;;;;;;
Translocation;Self_motion;way.n;100312691;;;;;;;;
Translocation;Self_motion;whisk;202079679;202079818;;;;;;;
Translocation;Self_motion;wriggle;_;;;;;;;;
Transportation;Delivery;deliver;201438304;;;;;;;;
Transportation;Delivery;delivery;100317207;;;;;;;;
Transportation;Bringing;airlift;201452057;;;;;;;;
Transportation;Bringing;bear;201432601;;;;;;;;
Transportation;Bringing;bike;_;;;;;;;;
Transportation;Bringing;bring;201433294;201434140;202077656;;;;;;
Transportation;Bringing;bus;201950128;;;;;;;;
Transportation;Bringing;carry;201449974;;;;;;;;
Transportation;Bringing;cart;201451502;;;;;;;;
Transportation;Bringing;convey;201433294;202077656;;;;;;;
Transportation;Bringing;drive;202056971;;;;;;;;
Transportation;Bringing;ferry;201949674;;;;;;;;
Transportation;Bringing;fetch;201433294;;;;;;;;
Transportation;Bringing;fly;201451842;;;;;;;;
Transportation;Bringing;get;201433294;;;;;;;;
Transportation;Bringing;haul;201452255;;;;;;;;
Transportation;Bringing;hump;_;;;;;;;;
Transportation;Bringing;jet;_;;;;;;;;
Transportation;Bringing;lug;201454246;;;;;;;;
Transportation;Bringing;mobile.a;_;;;;;;;;
Transportation;Bringing;motor;201930117;;;;;;;;
Transportation;Bringing;paddle;_;;;;;;;;
Transportation;Bringing;portable.a;_;;;;;;;;
Transportation;Bringing;row;201946996;;;;;;;;
Transportation;Bringing;schlep;201453718;;;;;;;;
Transportation;Bringing;shuttle;_;;;;;;;;
Transportation;Bringing;take;201999798;202077656;;;;;;;
Transportation;Bringing;tote;201454246;;;;;;;;
Transportation;Bringing;transport.v;201449974;;;;;;;;
Transportation;Bringing;transport.n;100315986;;;;;;;;
Transportation;Bringing;truck;201954341;;;;;;;;
Transportation;Bringing;trundle;_;;;;;;;;
Transportation;Bringing;wheel;202046441;;;;;;;;
Working;Working_a_post;man.v;202420991;201088547;;;;;;;
Working;Working_a_post;staff.v;201095739;;;;;;;;
Working;Working_a_post;work.v;202410855;;;;;;;;
Working;Work;bang away;_;;;;;;;;
Working;Work;plug away;202415573;;;;;;;;
Working;Work;work.n;100584367;100575741;;;;;;;
Working;Work;work.v;202373015;202413480;;;;;;;
